,Unnamed: 0,User_ID,Latitude,Longitude,Date,Time,hour,minute,day,month,weekday,is_weekend,previous_latitude,previous_longitude,distance,speed
426,426,USER_001,19.089546720668988,72.85885581012704,2026-09-15,2026-09-15 06:48:00,6,48,15,9,1,0,19.071663589127105,72.84608291748305,0.021976195763581997,0.021976195763581997
70,70,USER_001,19.116665481904366,72.91636199770893,2026-09-15,2026-09-15 06:51:00,6,51,15,9,1,0,19.089546720668988,72.85885581012704,0.06357978311653283,0.06357978311653283
134,134,USER_001,19.04168091065865,72.84944939468394,2026-09-15,2026-09-15 06:52:00,6,52,15,9,1,0,19.116665481904366,72.91636199770893,0.1004986684910992,0.1004986684910992
472,472,USER_001,19.028912443211603,72.89552704204968,2026-09-15,2026-09-15 06:52:00,6,52,15,9,1,0,19.04168091065865,72.84944939468394,0.0478140496894717,0.0478140496894717
233,233,USER_001,19.03655205103673,72.83863208794942,2026-09-15,2026-09-15 06:53:00,6,53,15,9,1,0,19.028912443211603,72.89552704204968,0.05740556950150579,0.05740556950150579
404,404,USER_001,19.032297080852963,72.84311309124277,2026-09-15,2026-09-15 06:54:00,6,54,15,9,1,0,19.03655205103673,72.83863208794942,0.006179333441379178,0.006179333441379178
413,413,USER_001,19.11633468328204,72.84553065247285,2026-09-15,2026-09-15 06:54:00,6,54,15,9,1,0,19.032297080852963,72.84311309124277,0.08407236897060104,0.08407236897060104
98,98,USER_001,19.04608936233417,72.82153045402904,2026-09-15,2026-09-15 06:55:00,6,55,15,9,1,0,19.11633468328204,72.84553065247285,0.07423216715421595,0.07423216715421595
277,277,USER_001,19.11368297393248,72.89325720972103,2026-09-15,2026-09-15 06:57:00,6,57,15,9,1,0,19.04608936233417,72.82153045402904,0.09855771817062813,0.09855771817062813
21,21,USER_001,19.090685734384763,72.8929007168041,2026-09-15,2026-09-15 06:58:00,6,58,15,9,1,0,19.11368297393248,72.89325720972103,0.02300000247858445,0.02300000247858445
257,257,USER_001,19.07830415609697,72.86214245505926,2026-09-15,2026-09-15 07:00:00,7,0,15,9,1,0,19.090685734384763,72.8929007168041,0.03315681146403398,0.03315681146403398
80,80,USER_001,19.10900053418176,72.85379951568515,2026-09-15,2026-09-15 07:01:00,7,1,15,9,1,0,19.07830415609697,72.86214245505926,0.03180993971896809,0.03180993971896809
487,487,USER_001,19.102520076741555,72.88663068858351,2026-09-15,2026-09-15 07:07:00,7,7,15,9,1,0,19.10900053418176,72.85379951568515,0.033464641676192876,0.033464641676192876
142,142,USER_001,19.061663905773848,72.87811626211808,2026-09-15,2026-09-15 07:09:00,7,9,15,9,1,0,19.102520076741555,72.88663068858351,0.041733944986996556,0.041733944986996556
317,317,USER_001,19.07929399348417,72.87800862078379,2026-09-15,2026-09-15 07:10:00,7,10,15,9,1,0,19.061663905773848,72.87811626211808,0.017630416311889305,0.017630416311889305
436,436,USER_001,19.02602673902896,72.91344360268056,2026-09-15,2026-09-15 07:13:00,7,13,15,9,1,0,19.07929399348417,72.87800862078379,0.0639768578411023,0.0639768578411023
473,473,USER_001,19.102606763025253,72.89820280876704,2026-09-15,2026-09-15 07:13:00,7,13,15,9,1,0,19.02602673902896,72.91344360268056,0.07808189210301693,0.07808189210301693
158,158,USER_001,19.08172637120973,72.91804627250924,2026-09-15,2026-09-15 07:17:00,7,17,15,9,1,0,19.102606763025253,72.89820280876704,0.028805447673279125,0.028805447673279125
422,422,USER_001,19.11256748308807,72.8638172346412,2026-09-15,2026-09-15 07:17:00,7,17,15,9,1,0,19.08172637120973,72.91804627250924,0.06238559713576343,0.06238559713576343
320,320,USER_001,19.0855241980639,72.87508573706091,2026-09-15,2026-09-15 07:23:00,7,23,15,9,1,0,19.11256748308807,72.8638172346412,0.029297071725371167,0.029297071725371167
359,359,USER_001,19.03608254690782,72.88515194668022,2026-09-15,2026-09-15 07:23:00,7,23,15,9,1,0,19.0855241980639,72.87508573706091,0.050455975316501485,0.050455975316501485
237,237,USER_001,19.0546345994366,72.85469532018963,2026-09-15,2026-09-15 07:26:00,7,26,15,9,1,0,19.03608254690782,72.88515194668022,0.03566209122048088,0.03566209122048088
42,42,USER_001,19.02368869473545,72.880956433398,2026-09-15,2026-09-15 07:27:00,7,27,15,9,1,0,19.0546345994366,72.85469532018963,0.04058688316088162,0.04058688316088162
344,344,USER_001,19.020102947984565,72.83589382832768,2026-09-15,2026-09-15 07:28:00,7,28,15,9,1,0,19.02368869473545,72.880956433398,0.04520504347398131,0.04520504347398131
23,23,USER_001,19.10631034258756,72.88232981268276,2026-09-15,2026-09-15 07:32:00,7,32,15,9,1,0,19.020102947984565,72.83589382832768,0.09791841260590715,0.09791841260590715
367,367,USER_001,19.02097708474192,72.8526461308244,2026-09-15,2026-09-15 07:32:00,7,32,15,9,1,0,19.10631034258756,72.88232981268276,0.0903486904344428,0.0903486904344428
394,394,USER_001,19.036352387258503,72.85910815366518,2026-09-15,2026-09-15 07:34:00,7,34,15,9,1,0,19.02097708474192,72.8526461308244,0.016678059439612536,0.016678059439612536
482,482,USER_001,19.052252797784643,72.82228938249762,2026-09-15,2026-09-15 07:34:00,7,34,15,9,1,0,19.036352387258503,72.85910815366518,0.04010542313938275,0.04010542313938275
385,385,USER_001,19.07786754085724,72.86386154191896,2026-09-15,2026-09-15 07:35:00,7,35,15,9,1,0,19.052252797784643,72.82228938249762,0.04882990376428469,0.04882990376428469
369,369,USER_001,19.027857849715502,72.85969232762017,2026-09-15,2026-09-15 07:37:00,7,37,15,9,1,0,19.07786754085724,72.86386154191896,0.05018318001045174,0.05018318001045174
393,393,USER_001,19.071481735392968,72.85592333693998,2026-09-15,2026-09-15 07:38:00,7,38,15,9,1,0,19.027857849715502,72.85969232762017,0.043786398485693385,0.043786398485693385
32,32,USER_001,19.02769799098288,72.84897514529138,2026-09-15,2026-09-15 07:41:00,7,41,15,9,1,0,19.071481735392968,72.85592333693998,0.044331632518481594,0.044331632518481594
176,176,USER_001,19.09599554089376,72.87312657539736,2026-09-15,2026-09-15 07:44:00,7,44,15,9,1,0,19.02769799098288,72.84897514529138,0.07244202440568359,0.07244202440568359
439,439,USER_001,19.02896263391549,72.89176357859087,2026-09-15,2026-09-15 07:48:00,7,48,15,9,1,0,19.09599554089376,72.87312657539736,0.06957548782431947,0.06957548782431947
418,418,USER_001,19.077718523671177,72.8548573667242,2026-09-15,2026-09-15 07:49:00,7,49,15,9,1,0,19.02896263391549,72.89176357859087,0.06114904136792125,0.06114904136792125
159,159,USER_001,19.059224404509973,72.86374749220238,2026-09-15,2026-09-15 07:51:00,7,51,15,9,1,0,19.077718523671177,72.8548573667242,0.02051991166078701,0.02051991166078701
260,260,USER_001,19.060941165219123,72.8752047180852,2026-09-15,2026-09-15 07:52:00,7,52,15,9,1,0,19.059224404509973,72.86374749220238,0.011585132380015628,0.011585132380015628
248,248,USER_001,19.04723018547203,72.9097430409819,2026-09-15,2026-09-15 07:59:00,7,59,15,9,1,0,19.060941165219123,72.8752047180852,0.037160284096619194,0.037160284096619194
460,460,USER_001,19.08171557833957,72.86424099364807,2026-09-15,2026-09-15 07:59:00,7,59,15,9,1,0,19.04723018547203,72.9097430409819,0.05709359537459709,0.05709359537459709
25,25,USER_001,19.07912977877077,72.847472179299,2026-09-15,2026-09-15 08:00:00,8,0,15,9,1,0,19.08171557833957,72.86424099364807,0.016967011937384886,0.016967011937384886
26,26,USER_001,19.05829268747538,72.91717120953892,2026-09-15,2026-09-15 08:00:00,8,0,15,9,1,0,19.07912977877077,72.847472179299,0.07274709059500148,0.07274709059500148
454,454,USER_001,19.06967668588592,72.9187785520215,2026-09-15,2026-09-15 08:06:00,8,6,15,9,1,0,19.05829268747538,72.91717120953892,0.011496911309889571,0.011496911309889571
499,499,USER_001,19.06047984290852,72.8854075795372,2026-09-15,2026-09-15 08:06:00,8,6,15,9,1,0,19.06967668588592,72.9187785520215,0.03461507944954486,0.03461507944954486
92,92,USER_001,19.08571113285001,72.86356728986779,2026-09-15,2026-09-15 08:11:00,8,11,15,9,1,0,19.06047984290852,72.8854075795372,0.03337088918436928,0.03337088918436928
468,468,USER_001,19.0547571524239,72.88649117244873,2026-09-15,2026-09-15 08:15:00,8,15,15,9,1,0,19.08571113285001,72.86356728986779,0.038518220322398995,0.038518220322398995
62,62,USER_001,19.056646878458285,72.89441705230566,2026-09-15,2026-09-15 08:16:00,8,16,15,9,1,0,19.0547571524239,72.88649117244873,0.008148044918351516,0.008148044918351516
56,56,USER_001,19.054920957461267,72.89259556788703,2026-09-15,2026-09-15 08:19:00,8,19,15,9,1,0,19.056646878458285,72.89441705230566,0.0025093044405271924,0.0025093044405271924
207,207,USER_001,19.09952673118599,72.84016273200479,2026-09-15,2026-09-15 08:20:00,8,20,15,9,1,0,19.054920957461267,72.89259556788703,0.06883950412543191,0.06883950412543191
2,2,USER_001,19.10661761457749,72.88011150117433,2026-09-15,2026-09-15 08:21:00,8,21,15,9,1,0,19.09952673118599,72.84016273200479,0.04057320279979348,0.04057320279979348
104,104,USER_001,19.0577259083228,72.82389631323103,2026-09-15,2026-09-15 08:22:00,8,22,15,9,1,0,19.10661761457749,72.88011150117433,0.07450198853718465,0.07450198853718465
250,250,USER_001,19.060798449536485,72.87517225952594,2026-09-15,2026-09-15 08:23:00,8,23,15,9,1,0,19.0577259083228,72.82389631323103,0.05136791973545398,0.05136791973545398
167,167,USER_001,19.08965014662271,72.86116612143576,2026-09-15,2026-09-15 08:26:00,8,26,15,9,1,0,19.060798449536485,72.87517225952594,0.032071674869836364,0.032071674869836364
247,247,USER_001,19.05343628113105,72.8275503363804,2026-09-15,2026-09-15 08:31:00,8,31,15,9,1,0,19.08965014662271,72.86116612143576,0.04941118353911675,0.04941118353911675
315,315,USER_001,19.095823847570408,72.88960206180538,2026-09-15,2026-09-15 08:31:00,8,31,15,9,1,0,19.05343628113105,72.8275503363804,0.07514733805576933,0.07514733805576933
72,72,USER_001,19.036949274668608,72.87568012624584,2026-09-15,2026-09-15 08:39:00,8,39,15,9,1,0,19.095823847570408,72.88960206180538,0.060498228272349276,0.060498228272349276
112,112,USER_001,19.062899402737504,72.89508710677916,2026-09-15,2026-09-15 08:40:00,8,40,15,9,1,0,19.036949274668608,72.87568012624584,0.032404321320044685,0.032404321320044685
183,183,USER_001,19.07935924535541,72.88791023191445,2026-09-15,2026-09-15 08:40:00,8,40,15,9,1,0,19.062899402737504,72.89508710677916,0.017956445968786424,0.017956445968786424
376,376,USER_001,19.079747586263192,72.8983832553419,2026-09-15,2026-09-15 08:40:00,8,40,15,9,1,0,19.07935924535541,72.88791023191445,0.01048022081697713,0.01048022081697713
486,486,USER_001,19.10293324051413,72.85175314478768,2026-09-15,2026-09-15 08:40:00,8,40,15,9,1,0,19.079747586263192,72.8983832553419,0.052076307216839736,0.052076307216839736
58,58,USER_001,19.036162871409463,72.90985541885271,2026-09-15,2026-09-15 08:47:00,8,47,15,9,1,0,19.10293324051413,72.85175314478768,0.08851077020285122,0.08851077020285122
109,109,USER_001,19.06234709423081,72.876852028375,2026-09-15,2026-09-15 08:48:00,8,48,15,9,1,0,19.036162871409463,72.90985541885271,0.0421288180202405,0.0421288180202405
282,282,USER_001,19.063482733860376,72.84464020332392,2026-09-15,2026-09-15 08:49:00,8,49,15,9,1,0,19.06234709423081,72.876852028375,0.03223183752890177,0.03223183752890177
179,179,USER_001,19.03071720113397,72.86474123668235,2026-09-15,2026-09-15 08:50:00,8,50,15,9,1,0,19.063482733860376,72.84464020332392,0.0384399749859672,0.0384399749859672
190,190,USER_001,19.03733735952948,72.90967654246265,2026-09-15,2026-09-15 08:50:00,8,50,15,9,1,0,19.03071720113397,72.86474123668235,0.04542035009498116,0.04542035009498116
174,174,USER_001,19.10683011070356,72.82845170076807,2026-09-15,2026-09-15 08:51:00,8,51,15,9,1,0,19.03733735952948,72.90967654246265,0.10689582486725817,0.10689582486725817
278,278,USER_001,19.023118313506128,72.84622640442998,2026-09-15,2026-09-15 08:51:00,8,51,15,9,1,0,19.10683011070356,72.82845170076807,0.08557806424716932,0.08557806424716932
341,341,USER_001,19.11688778552857,72.89496518317429,2026-09-15,2026-09-15 08:51:00,8,51,15,9,1,0,19.023118313506128,72.84622640442998,0.10567962167255297,0.10567962167255297
324,324,USER_001,19.068058657732664,72.87924077846596,2026-09-15,2026-09-15 08:55:00,8,55,15,9,1,0,19.11688778552857,72.89496518317429,0.051298544080123576,0.051298544080123576
153,153,USER_001,19.069816518664588,72.8676210696789,2026-09-15,2026-09-15 08:58:00,8,58,15,9,1,0,19.068058657732664,72.87924077846596,0.011751923559650742,0.011751923559650742
246,246,USER_001,19.069701194882125,72.89653562810663,2026-09-15,2026-09-15 09:00:00,9,0,15,9,1,0,19.069816518664588,72.8676210696789,0.028914788407411383,0.028914788407411383
108,108,USER_001,19.023918632667566,72.86179460317156,2026-09-15,2026-09-15 09:09:00,9,9,15,9,1,0,19.069701194882125,72.89653562810663,0.05747157398635678,0.05747157398635678
222,222,USER_001,19.073986063711285,72.86863574819957,2026-09-15,2026-09-15 09:11:00,9,11,15,9,1,0,19.023918632667566,72.86179460317156,0.05053265198474837,0.05053265198474837
306,306,USER_001,19.03094675986792,72.85916301405403,2026-09-15,2026-09-15 09:11:00,9,11,15,9,1,0,19.073986063711285,72.86863574819957,0.04406942667556985,0.04406942667556985
31,31,USER_001,19.08044173792778,72.87398410913018,2026-09-15,2026-09-15 09:12:00,9,12,15,9,1,0,19.03094675986792,72.85916301405403,0.05166640796883682,0.05166640796883682
198,198,USER_001,19.07812382214226,72.83543627152743,2026-09-15,2026-09-15 09:12:00,9,12,15,9,1,0,19.08044173792778,72.87398410913018,0.0386174638918288,0.0386174638918288
476,476,USER_001,19.050552431065803,72.85969815170743,2026-09-15,2026-09-15 09:17:00,9,17,15,9,1,0,19.07812382214226,72.83543627152743,0.036726290797736316,0.036726290797736316
49,49,USER_001,19.02407751415548,72.87908929431883,2026-09-15,2026-09-15 09:18:00,9,18,15,9,1,0,19.050552431065803,72.85969815170743,0.032816728008503514,0.032816728008503514
218,218,USER_001,19.097857193905075,72.83431279855485,2026-09-15,2026-09-15 09:21:00,9,21,15,9,1,0,19.02407751415548,72.87908929431883,0.08630397277561945,0.08630397277561945
9,9,USER_001,19.08803075385877,72.86504992519696,2026-09-15,2026-09-15 09:24:00,9,24,15,9,1,0,19.097857193905075,72.83431279855485,0.03226964329205737,0.03226964329205737
137,137,USER_001,19.03067560659359,72.8535660064797,2026-09-15,2026-09-15 09:25:00,9,25,15,9,1,0,19.08803075385877,72.86504992519696,0.05849353218019255,0.05849353218019255
265,265,USER_001,19.033935607407283,72.90349302367993,2026-09-15,2026-09-15 09:25:00,9,25,15,9,1,0,19.03067560659359,72.8535660064797,0.050033335405683325,0.050033335405683325
97,97,USER_001,19.024805892419703,72.91491457315914,2026-09-15,2026-09-15 09:33:00,9,33,15,9,1,0,19.033935607407283,72.90349302367993,0.014622020662701346,0.014622020662701346
223,223,USER_001,19.097188198059825,72.82122030723181,2026-09-15,2026-09-15 09:35:00,9,35,15,9,1,0,19.024805892419703,72.91491457315914,0.11839684808912986,0.11839684808912986
166,166,USER_001,19.06003004889103,72.8897667573697,2026-09-15,2026-09-15 09:39:00,9,39,15,9,1,0,19.097188198059825,72.82122030723181,0.07797014733958374,0.07797014733958374
228,228,USER_001,19.10721239089441,72.91321182824836,2026-09-15,2026-09-15 09:47:00,9,47,15,9,1,0,19.06003004889103,72.8897667573697,0.05268628612295323,0.05268628612295323
338,338,USER_001,19.09536988340505,72.89888069818709,2026-09-15,2026-09-15 09:49:00,9,49,15,9,1,0,19.10721239089441,72.91321182824836,0.01859102666527339,0.01859102666527339
273,273,USER_001,19.03662833687561,72.89380336164264,2026-09-15,2026-09-15 09:50:00,9,50,15,9,1,0,19.09536988340505,72.89888069818709,0.058960568476363176,0.058960568476363176
254,254,USER_001,19.10556964681063,72.90302198645671,2026-09-15,2026-09-15 09:51:00,9,51,15,9,1,0,19.03662833687561,72.89380336164264,0.06955492260810227,0.06955492260810227
117,117,USER_001,19.06484455219784,72.8493210771698,2026-09-15,2026-09-15 09:52:00,9,52,15,9,1,0,19.10556964681063,72.90302198645671,0.06739674316657118,0.06739674316657118
45,45,USER_001,19.11856504541106,72.84420552715116,2026-09-15,2026-09-15 09:54:00,9,54,15,9,1,0,19.06484455219784,72.8493210771698,0.05396350843917438,0.05396350843917438
497,497,USER_001,19.101397026950604,72.8815219438231,2026-09-15,2026-09-15 09:59:00,9,59,15,9,1,0,19.11856504541106,72.84420552715116,0.041076219532626794,0.041076219532626794
302,302,USER_001,19.06177667821673,72.86213570022771,2026-09-15,2026-09-15 10:00:00,10,0,15,9,1,0,19.101397026950604,72.8815219438231,0.044108938714659505,0.044108938714659505
349,349,USER_001,19.10573600920925,72.91645204722703,2026-09-15,2026-09-15 10:02:00,10,2,15,9,1,0,19.06177667821673,72.86213570022771,0.06987623582205686,0.06987623582205686
383,383,USER_001,19.10404524062769,72.83741933365783,2026-09-15,2026-09-15 10:03:00,10,3,15,9,1,0,19.10573600920925,72.91645204722703,0.07905079703903167,0.07905079703903167
447,447,USER_001,19.09699447002517,72.87566370579367,2026-09-15,2026-09-15 10:03:00,10,3,15,9,1,0,19.10404524062769,72.83741933365783,0.03888888486641996,0.03888888486641996
312,312,USER_001,19.11572702629833,72.9026205695794,2026-09-15,2026-09-15 10:04:00,10,4,15,9,1,0,19.09699447002517,72.87566370579367,0.032826531490387605,0.032826531490387605
195,195,USER_001,19.06766194841264,72.90385825587026,2026-09-15,2026-09-15 10:05:00,10,5,15,9,1,0,19.11572702629833,72.9026205695794,0.048081010591627775,0.048081010591627775
201,201,USER_001,19.100987444585463,72.84546406547638,2026-09-15,2026-09-15 10:08:00,10,8,15,9,1,0,19.06766194841264,72.90385825587026,0.06723444182055882,0.06723444182055882
266,266,USER_001,19.07256901823027,72.83716792858483,2026-09-15,2026-09-15 10:10:00,10,10,15,9,1,0,19.100987444585463,72.84546406547638,0.02960460848970802,0.02960460848970802
111,111,USER_001,19.07805440123439,72.90671166072097,2026-09-15,2026-09-15 10:11:00,10,11,15,9,1,0,19.07256901823027,72.83716792858483,0.06975973126471345,0.06975973126471345
168,168,USER_001,19.086755773852104,72.83723198712016,2026-09-15,2026-09-15 10:17:00,10,17,15,9,1,0,19.07805440123439,72.90671166072097,0.07002241733264727,0.07002241733264727
491,491,USER_001,19.04160381825096,72.8819587954898,2026-09-15,2026-09-15 10:18:00,10,18,15,9,1,0,19.086755773852104,72.83723198712016,0.06355459449592572,0.06355459449592572
156,156,USER_001,19.068004596701847,72.86205357786652,2026-09-15,2026-09-15 10:20:00,10,20,15,9,1,0,19.04160381825096,72.8819587954898,0.03306385929444488,0.03306385929444488
232,232,USER_001,19.11106861982557,72.83228107818458,2026-09-15,2026-09-15 10:20:00,10,20,15,9,1,0,19.068004596701847,72.86205357786652,0.0523537183484767,0.0523537183484767
30,30,USER_001,19.05143559810764,72.87085706911647,2026-09-15,2026-09-15 10:22:00,10,22,15,9,1,0,19.11106861982557,72.83228107818458,0.07102256229951259,0.07102256229951259
96,96,USER_001,19.06734717707805,72.83732018699101,2026-09-15,2026-09-15 10:22:00,10,22,15,9,1,0,19.05143559810764,72.87085706911647,0.037120086314940494,0.037120086314940494
268,268,USER_001,19.069809075351102,72.82671753999158,2026-09-15,2026-09-15 10:24:00,10,24,15,9,1,0,19.06734717707805,72.83732018699101,0.010884717107090242,0.010884717107090242
304,304,USER_001,19.04872389916541,72.8496308120456,2026-09-15,2026-09-15 10:24:00,10,24,15,9,1,0,19.069809075351102,72.82671753999158,0.031138443939984207,0.031138443939984207
87,87,USER_001,19.024106751676783,72.85988209014448,2026-09-15,2026-09-15 10:25:00,10,25,15,9,1,0,19.04872389916541,72.8496308120456,0.0266663205774124,0.0266663205774124
180,180,USER_001,19.04424705036348,72.84692432309494,2026-09-15,2026-09-15 10:27:00,10,27,15,9,1,0,19.024106751676783,72.85988209014448,0.023948598249158858,0.023948598249158858
123,123,USER_001,19.102186005929035,72.89062422271566,2026-09-15,2026-09-15 10:28:00,10,28,15,9,1,0,19.04424705036348,72.84692432309494,0.07257137038039295,0.07257137038039295
380,380,USER_001,19.02208611392916,72.88532630192374,2026-09-15,2026-09-15 10:31:00,10,31,15,9,1,0,19.102186005929035,72.89062422271566,0.08027490680847375,0.08027490680847375
405,405,USER_001,19.042470117697267,72.83800104374728,2026-09-15,2026-09-15 10:32:00,10,32,15,9,1,0,19.02208611392916,72.88532630192374,0.05152851318528925,0.05152851318528925
163,163,USER_001,19.09689177413154,72.82662359778519,2026-09-15,2026-09-15 10:33:00,10,33,15,9,1,0,19.042470117697267,72.83800104374728,0.05559822808031173,0.05559822808031173
24,24,USER_001,19.026355835028603,72.85109823217157,2026-09-15,2026-09-15 10:34:00,10,34,15,9,1,0,19.09689177413154,72.82662359778519,0.0746614119440556,0.0746614119440556
119,119,USER_001,19.06944203047026,72.82575587600167,2026-09-15,2026-09-15 10:34:00,10,34,15,9,1,0,19.026355835028603,72.85109823217157,0.049986550729958584,0.049986550729958584
132,132,USER_001,19.024340078329818,72.91246433302237,2026-09-15,2026-09-15 10:35:00,10,35,15,9,1,0,19.06944203047026,72.82575587600167,0.09773710966562417,0.09773710966562417
259,259,USER_001,19.056305921219508,72.82342281108205,2026-09-15,2026-09-15 10:36:00,10,36,15,9,1,0,19.024340078329818,72.91246433302237,0.09460553758156148,0.09460553758156148
138,138,USER_001,19.05882683839899,72.8429394745705,2026-09-15,2026-09-15 10:40:00,10,40,15,9,1,0,19.056305921219508,72.82342281108205,0.019678800195820845,0.019678800195820845
307,307,USER_001,19.115641569755944,72.89979893221434,2026-09-15,2026-09-15 10:42:00,10,42,15,9,1,0,19.05882683839899,72.8429394745705,0.08037979611018185,0.08037979611018185
321,321,USER_001,19.04526490939609,72.82050821398181,2026-09-15,2026-09-15 10:47:00,10,47,15,9,1,0,19.115641569755944,72.89979893221434,0.1060183584160619,0.1060183584160619
8,8,USER_001,19.11832308858068,72.8666762893248,2026-09-15,2026-09-15 10:50:00,10,50,15,9,1,0,19.04526490939609,72.82050821398181,0.08642331124554298,0.08642331124554298
498,498,USER_001,19.10480158852494,72.89243174696767,2026-09-15,2026-09-15 10:51:00,10,51,15,9,1,0,19.11832308858068,72.8666762893248,0.029089079774912985,0.029089079774912985
148,148,USER_001,19.11997176732861,72.9196636837074,2026-09-15,2026-09-15 10:52:00,10,52,15,9,1,0,19.10480158852494,72.89243174696767,0.031172306676467292,0.031172306676467292
203,203,USER_001,19.09942894499665,72.83066992501135,2026-09-15,2026-09-15 10:59:00,10,59,15,9,1,0,19.11997176732861,72.9196636837074,0.09133398401588014,0.09133398401588014
169,169,USER_001,19.0478590339032,72.83770104842768,2026-09-15,2026-09-15 11:00:00,11,0,15,9,1,0,19.09942894499665,72.83066992501135,0.052047021304602814,0.052047021304602814
3,3,USER_001,19.02564115790271,72.89219987722669,2026-09-15,2026-09-15 11:01:00,11,1,15,9,1,0,19.0478590339032,72.83770104842768,0.058853685988535756,0.058853685988535756
191,191,USER_001,19.021824248142835,72.88969614623664,2026-09-15,2026-09-15 11:01:00,11,1,15,9,1,0,19.02564115790271,72.89219987722669,0.004564807661396341,0.004564807661396341
214,214,USER_001,19.0824237995914,72.83168980407085,2026-09-15,2026-09-15 11:02:00,11,2,15,9,1,0,19.021824248142835,72.88969614623664,0.0838870750904021,0.0838870750904021
412,412,USER_001,19.03883490837656,72.89308294748709,2026-09-15,2026-09-15 11:04:00,11,4,15,9,1,0,19.0824237995914,72.83168980407085,0.0752934890668907,0.0752934890668907
188,188,USER_001,19.080577481935688,72.84372267917361,2026-09-15,2026-09-15 11:05:00,11,5,15,9,1,0,19.03883490837656,72.89308294748709,0.06464424595675666,0.06464424595675666
136,136,USER_001,19.115870240740787,72.82578638977577,2026-09-15,2026-09-15 11:11:00,11,11,15,9,1,0,19.080577481935688,72.84372267917361,0.0395890048048429,0.0395890048048429
350,350,USER_001,19.05119519904952,72.85207427404382,2026-09-15,2026-09-15 11:14:00,11,14,15,9,1,0,19.115870240740787,72.82578638977577,0.06981342189763472,0.06981342189763472
